Day,Route,Time,Estimated Buses Required
37,361-C UNFLYO,22.5,57
37,362.0-C,5.0,41
37,362.0-C,5.5,45
37,362.0-C,6.0,45
37,362.0-C,6.5,43
37,362.0-C,7.0,124
37,362.0-C,7.5,130
37,362.0-C,8.0,122
37,362.0-C,8.5,122
37,362.0-C,9.0,124
37,362.0-C,9.5,127
37,362.0-C,10.0,71
37,362.0-C,10.5,70
37,362.0-C,11.0,70
37,362.0-C,11.5,67
37,362.0-C,12.0,67
37,362.0-C,12.5,67
37,362.0-C,13.0,71
37,362.0-C,13.5,65
37,362.0-C,14.0,70
37,362.0-C,14.5,69
37,362.0-C,15.0,68
37,362.0-C,15.5,70
37,362.0-C,16.0,119
37,362.0-C,16.5,123
37,362.0-C,17.0,124
37,362.0-C,17.5,118
37,362.0-C,18.0,116
37,362.0-C,18.5,120
37,362.0-C,19.0,124
37,362.0-C,19.5,116
37,362.0-C,20.0,60
37,362.0-C,20.5,60
37,362.0-C,21.0,61
37,362.0-C,21.5,57
37,362.0-C,22.0,61
37,362.0-C,22.5,62
37,365.0-J,5.0,53
37,365.0-J,5.5,54
37,365.0-J,6.0,58
37,365.0-J,6.5,53
37,365.0-J,7.0,171
37,365.0-J,7.5,165
37,365.0-J,8.0,161
37,365.0-J,8.5,171
37,365.0-J,9.0,164
37,365.0-J,9.5,165
37,365.0-J,10.0,87
37,365.0-J,10.5,89
37,365.0-J,11.0,85
37,365.0-J,11.5,87
37,365.0-J,12.0,92
37,365.0-J,12.5,86
37,365.0-J,13.0,89
37,365.0-J,13.5,86
37,365.0-J,14.0,90
37,365.0-J,14.5,85
37,365.0-J,15.0,92
37,365.0-J,15.5,88
37,365.0-J,16.0,150
37,365.0-J,16.5,147
37,365.0-J,17.0,149
37,365.0-J,17.5,154
37,365.0-J,18.0,151
37,365.0-J,18.5,159
37,365.0-J,19.0,153
37,365.0-J,19.5,150
37,365.0-J,20.0,78
37,365.0-J,20.5,79
37,365.0-J,21.0,74
37,365.0-J,21.5,74
37,365.0-J,22.0,73
37,365.0-J,22.5,79
37,365.0-N,5.0,30
37,365.0-N,5.5,30
37,365.0-N,6.0,31
37,365.0-N,6.5,31
37,365.0-N,7.0,91
37,365.0-N,7.5,93
37,365.0-N,8.0,87
37,365.0-N,8.5,87
37,365.0-N,9.0,88
37,365.0-N,9.5,86
37,365.0-N,10.0,48
37,365.0-N,10.5,50
37,365.0-N,11.0,46
37,365.0-N,11.5,46
37,365.0-N,12.0,48
37,365.0-N,12.5,50
37,365.0-N,13.0,47
37,365.0-N,13.5,48
37,365.0-N,14.0,46
37,365.0-N,14.5,46
37,365.0-N,15.0,50
37,365.0-N,15.5,50
37,365.0-N,16.0,80
37,365.0-N,16.5,88
37,365.0-N,17.0,85
37,365.0-N,17.5,87
37,365.0-N,18.0,84
37,365.0-N,18.5,84
37,365.0-N,19.0,84
37,365.0-N,19.5,85
37,365.0-N,20.0,40
37,365.0-N,20.5,40
37,365.0-N,21.0,41
37,365.0-N,21.5,43
37,365.0-N,22.0,41
37,365.0-N,22.5,43
37,365.0-P,5.0,62
37,365.0-P,5.5,57
37,365.0-P,6.0,60
37,365.0-P,6.5,59
37,365.0-P,7.0,184
37,365.0-P,7.5,171
37,365.0-P,8.0,180
37,365.0-P,8.5,183
37,365.0-P,9.0,185
37,365.0-P,9.5,180
37,365.0-P,10.0,94
37,365.0-P,10.5,96
37,365.0-P,11.0,98
37,365.0-P,11.5,95
37,365.0-P,12.0,90
37,365.0-P,12.5,98
37,365.0-P,13.0,96
37,365.0-P,13.5,96
37,365.0-P,14.0,92
37,365.0-P,14.5,96
37,365.0-P,15.0,93
37,365.0-P,15.5,96
37,365.0-P,16.0,159
37,365.0-P,16.5,168
37,365.0-P,17.0,173
37,365.0-P,17.5,158
37,365.0-P,18.0,173
37,365.0-P,18.5,164
37,365.0-P,19.0,171
37,365.0-P,19.5,170
37,365.0-P,20.0,83
37,365.0-P,20.5,85
37,365.0-P,21.0,86
37,365.0-P,21.5,82
37,365.0-P,22.0,81
37,365.0-P,22.5,84
37,366.0-Z,5.0,30
37,366.0-Z,5.5,30
37,366.0-Z,6.0,30
37,366.0-Z,6.5,29
37,366.0-Z,7.0,91
37,366.0-Z,7.5,85
37,366.0-Z,8.0,89
37,366.0-Z,8.5,84
37,366.0-Z,9.0,87
37,366.0-Z,9.5,87
37,366.0-Z,10.0,47
37,366.0-Z,10.5,48
37,366.0-Z,11.0,47
37,366.0-Z,11.5,47
37,366.0-Z,12.0,46
37,366.0-Z,12.5,47
37,366.0-Z,13.0,46
37,366.0-Z,13.5,45
37,366.0-Z,14.0,48
37,366.0-Z,14.5,48
37,366.0-Z,15.0,48
37,366.0-Z,15.5,47
37,366.0-Z,16.0,82
37,366.0-Z,16.5,86
37,366.0-Z,17.0,83
37,366.0-Z,17.5,82
37,366.0-Z,18.0,79
37,366.0-Z,18.5,81
37,366.0-Z,19.0,82
37,366.0-Z,19.5,82
37,366.0-Z,20.0,42
37,366.0-Z,20.5,41
37,366.0-Z,21.0,42
37,366.0-Z,21.5,42
37,366.0-Z,22.0,43
37,366.0-Z,22.5,42
37,375.0-B,5.0,39
37,375.0-B,5.5,35
37,375.0-B,6.0,36
37,375.0-B,6.5,35
37,375.0-B,7.0,113
37,375.0-B,7.5,115
37,375.0-B,8.0,108
37,375.0-B,8.5,116
37,375.0-B,9.0,106
37,375.0-B,9.5,116
37,375.0-B,10.0,58
37,375.0-B,10.5,57
37,375.0-B,11.0,59
37,375.0-B,11.5,58
37,375.0-B,12.0,58
37,375.0-B,12.5,58
37,375.0-B,13.0,61
37,375.0-B,13.5,59
37,375.0-B,14.0,58
37,375.0-B,14.5,60
37,375.0-B,15.0,60
37,375.0-B,15.5,58
37,375.0-B,16.0,103
37,375.0-B,16.5,100
37,375.0-B,17.0,100
37,375.0-B,17.5,105
37,375.0-B,18.0,100
37,375.0-B,18.5,104
37,375.0-B,19.0,106
37,375.0-B,19.5,100
37,375.0-B,20.0,52
37,375.0-B,20.5,51
37,375.0-B,21.0,54
37,375.0-B,21.5,52
37,375.0-B,22.0,53
37,375.0-B,22.5,52
37,375.0-D,5.0,129
37,375.0-D,5.5,137
37,375.0-D,6.0,142
37,375.0-D,6.5,137
37,375.0-D,7.0,419
37,375.0-D,7.5,422
37,375.0-D,8.0,395
37,375.0-D,8.5,395
37,375.0-D,9.0,411
37,375.0-D,9.5,403
37,375.0-D,10.0,224
37,375.0-D,10.5,225
37,375.0-D,11.0,214
37,375.0-D,11.5,211
37,375.0-D,12.0,223
37,375.0-D,12.5,212
37,375.0-D,13.0,224
37,375.0-D,13.5,215
37,375.0-D,14.0,220
37,375.0-D,14.5,208
37,375.0-D,15.0,219
37,375.0-D,15.5,216
37,375.0-D,16.0,383
37,375.0-D,16.5,367
37,375.0-D,17.0,388
37,375.0-D,17.5,393
37,375.0-D,18.0,369
37,375.0-D,18.5,364
37,375.0-D,19.0,361
37,375.0-D,19.5,385
37,375.0-D,20.0,192
37,375.0-D,20.5,191
37,375.0-D,21.0,185
37,375.0-D,21.5,188
37,375.0-D,22.0,191
37,375.0-D,22.5,190
37,398.0-H,5.0,42
37,398.0-H,5.5,39
37,398.0-H,6.0,41
37,398.0-H,6.5,40
37,398.0-H,7.0,121
37,398.0-H,7.5,124
37,398.0-H,8.0,124
37,398.0-H,8.5,127
37,398.0-H,9.0,117
37,398.0-H,9.5,117
37,398.0-H,10.0,66
37,398.0-H,10.5,65
37,398.0-H,11.0,63
37,398.0-H,11.5,62
37,398.0-H,12.0,62
37,398.0-H,12.5,67
37,398.0-H,13.0,63
37,398.0-H,13.5,64
37,398.0-H,14.0,63
37,398.0-H,14.5,64
37,398.0-H,15.0,62
37,398.0-H,15.5,65
37,398.0-H,16.0,108
37,398.0-H,16.5,117
37,398.0-H,17.0,110
37,398.0-H,17.5,114
37,398.0-H,18.0,118
37,398.0-H,18.5,115
37,398.0-H,19.0,114
37,398.0-H,19.5,111
37,398.0-H,20.0,56
37,398.0-H,20.5,58
37,398.0-H,21.0,60
37,398.0-H,21.5,58
37,398.0-H,22.0,57
37,398.0-H,22.5,58
37,401.0-AF,5.0,33
37,401.0-AF,5.5,32
37,401.0-AF,6.0,33
37,401.0-AF,6.5,35
37,401.0-AF,7.0,96
37,401.0-AF,7.5,101
37,401.0-AF,8.0,96
37,401.0-AF,8.5,99
37,401.0-AF,9.0,95
37,401.0-AF,9.5,99
37,401.0-AF,10.0,54
37,401.0-AF,10.5,52
37,401.0-AF,11.0,54
37,401.0-AF,11.5,54
37,401.0-AF,12.0,55
37,401.0-AF,12.5,51
37,401.0-AF,13.0,52
37,401.0-AF,13.5,51
37,401.0-AF,14.0,55
37,401.0-AF,14.5,55
37,401.0-AF,15.0,53
37,401.0-AF,15.5,55
37,401.0-AF,16.0,93
37,401.0-AF,16.5,94
37,401.0-AF,17.0,89
37,401.0-AF,17.5,95
37,401.0-AF,18.0,89
37,401.0-AF,18.5,95
37,401.0-AF,19.0,95
37,401.0-AF,19.5,94
37,401.0-AF,20.0,44
37,401.0-AF,20.5,45
37,401.0-AF,21.0,45
37,401.0-AF,21.5,46
37,401.0-AF,22.0,44
37,401.0-AF,22.5,48
37,401.0-B,5.0,38
37,401.0-B,5.5,37
37,401.0-B,6.0,37
37,401.0-B,6.5,37
37,401.0-B,7.0,114
37,401.0-B,7.5,113
37,401.0-B,8.0,117
37,401.0-B,8.5,112
37,401.0-B,9.0,118
37,401.0-B,9.5,116
37,401.0-B,10.0,58
37,401.0-B,10.5,63
37,401.0-B,11.0,58
37,401.0-B,11.5,62
37,401.0-B,12.0,59
37,401.0-B,12.5,62
37,401.0-B,13.0,62
37,401.0-B,13.5,62
37,401.0-B,14.0,62
37,401.0-B,14.5,59
37,401.0-B,15.0,57
37,401.0-B,15.5,59
37,401.0-B,16.0,102
37,401.0-B,16.5,107
37,401.0-B,17.0,103
37,401.0-B,17.5,110
37,401.0-B,18.0,106
37,401.0-B,18.5,108
37,401.0-B,19.0,101
37,401.0-B,19.5,109
37,401.0-B,20.0,55
37,401.0-B,20.5,52
37,401.0-B,21.0,53
37,401.0-B,21.5,54
37,401.0-B,22.0,51
37,401.0-B,22.5,53
37,401.0-E,5.0,30
37,401.0-E,5.5,29
37,401.0-E,6.0,30
37,401.0-E,6.5,29
37,401.0-E,7.0,86
37,401.0-E,7.5,87
37,401.0-E,8.0,94
37,401.0-E,8.5,90
37,401.0-E,9.0,94
37,401.0-E,9.5,89
37,401.0-E,10.0,47
37,401.0-E,10.5,48
37,401.0-E,11.0,48
37,401.0-E,11.5,46
37,401.0-E,12.0,49
37,401.0-E,12.5,47
37,401.0-E,13.0,49
37,401.0-E,13.5,49
37,401.0-E,14.0,46
37,401.0-E,14.5,46
37,401.0-E,15.0,49
37,401.0-E,15.5,48
37,401.0-E,16.0,80
37,401.0-E,16.5,88
37,401.0-E,17.0,80
37,401.0-E,17.5,86
37,401.0-E,18.0,88
37,401.0-E,18.5,82
37,401.0-E,19.0,81
37,401.0-E,19.5,81
37,401.0-E,20.0,41
37,401.0-E,20.5,40
37,401.0-E,21.0,43
37,401.0-E,21.5,40
37,401.0-E,22.0,42
37,401.0-E,22.5,44
37,401.0-K,5.0,96
37,401.0-K,5.5,94
37,401.0-K,6.0,91
37,401.0-K,6.5,94
37,401.0-K,7.0,280
37,401.0-K,7.5,277
37,401.0-K,8.0,269
37,401.0-K,8.5,290
37,401.0-K,9.0,278
37,401.0-K,9.5,270
37,401.0-K,10.0,147
37,401.0-K,10.5,148
37,401.0-K,11.0,154
37,401.0-K,11.5,152
37,401.0-K,12.0,153
37,401.0-K,12.5,142
37,401.0-K,13.0,148
37,401.0-K,13.5,149
37,401.0-K,14.0,142
37,401.0-K,14.5,145
37,401.0-K,15.0,153
37,401.0-K,15.5,143
37,401.0-K,16.0,261
37,401.0-K,16.5,253
37,401.0-K,17.0,248
37,401.0-K,17.5,254
37,401.0-K,18.0,273
37,401.0-K,18.5,268
37,401.0-K,19.0,272
37,401.0-K,19.5,260
37,401.0-K,20.0,125
37,401.0-K,20.5,131
37,401.0-K,21.0,130
37,401.0-K,21.5,135
37,401.0-K,22.0,125
37,401.0-K,22.5,130
37,401.0-KB,5.0,37
37,401.0-KB,5.5,37
37,401.0-KB,6.0,39
37,401.0-KB,6.5,38
37,401.0-KB,7.0,113
37,401.0-KB,7.5,113
37,401.0-KB,8.0,114
37,401.0-KB,8.5,117
37,401.0-KB,9.0,118
37,401.0-KB,9.5,119
37,401.0-KB,10.0,63
37,401.0-KB,10.5,60
37,401.0-KB,11.0,62
37,401.0-KB,11.5,60
37,401.0-KB,12.0,59
37,401.0-KB,12.5,63
37,401.0-KB,13.0,58
37,401.0-KB,13.5,63
37,401.0-KB,14.0,61
37,401.0-KB,14.5,62
37,401.0-KB,15.0,62
37,401.0-KB,15.5,63
37,401.0-KB,16.0,108
37,401.0-KB,16.5,108
37,401.0-KB,17.0,102
37,401.0-KB,17.5,107
37,401.0-KB,18.0,103
37,401.0-KB,18.5,109
37,401.0-KB,19.0,107
37,401.0-KB,19.5,108
37,401.0-KB,20.0,51
37,401.0-KB,20.5,51
37,401.0-KB,21.0,54
37,401.0-KB,21.5,51
37,401.0-KB,22.0,51
37,401.0-KB,22.5,51
37,401.0-M,5.0,50
37,401.0-M,5.5,49
37,401.0-M,6.0,47
37,401.0-M,6.5,47
37,401.0-M,7.0,140
37,401.0-M,7.5,146
37,401.0-M,8.0,145
37,401.0-M,8.5,138
37,401.0-M,9.0,138
37,401.0-M,9.5,137
37,401.0-M,10.0,77
37,401.0-M,10.5,78
37,401.0-M,11.0,74
37,401.0-M,11.5,72
37,401.0-M,12.0,73
37,401.0-M,12.5,80
37,401.0-M,13.0,74
37,401.0-M,13.5,78
37,401.0-M,14.0,77
37,401.0-M,14.5,75
37,401.0-M,15.0,74
37,401.0-M,15.5,73
37,401.0-M,16.0,135
37,401.0-M,16.5,137
37,401.0-M,17.0,135
37,401.0-M,17.5,133
37,401.0-M,18.0,127
37,401.0-M,18.5,139
37,401.0-M,19.0,137
37,401.0-M,19.5,130
37,401.0-M,20.0,70
37,401.0-M,20.5,67
37,401.0-M,21.0,67
37,401.0-M,21.5,68
37,401.0-M,22.0,69
37,401.0-M,22.5,68
37,401.0-MC,5.0,42
37,401.0-MC,5.5,43
37,401.0-MC,6.0,45
37,401.0-MC,6.5,42
37,401.0-MC,7.0,129
37,401.0-MC,7.5,130
37,401.0-MC,8.0,130
37,401.0-MC,8.5,132
37,401.0-MC,9.0,136
37,401.0-MC,9.5,127
37,401.0-MC,10.0,67
37,401.0-MC,10.5,67
37,401.0-MC,11.0,72
37,401.0-MC,11.5,71
37,401.0-MC,12.0,68
37,401.0-MC,12.5,72
37,401.0-MC,13.0,72
37,401.0-MC,13.5,72
37,401.0-MC,14.0,73
37,401.0-MC,14.5,68
37,401.0-MC,15.0,71
37,401.0-MC,15.5,69
37,401.0-MC,16.0,126
37,401.0-MC,16.5,125
37,401.0-MC,17.0,125
37,401.0-MC,17.5,124
37,401.0-MC,18.0,118
37,401.0-MC,18.5,122
37,401.0-MC,19.0,128
37,401.0-MC,19.5,127
37,401.0-MC,20.0,58
37,401.0-MC,20.5,59
37,401.0-MC,21.0,59
37,401.0-MC,21.5,62
37,401.0-MC,22.0,63
37,401.0-MC,22.5,59
37,401.0-MK,5.0,41
37,401.0-MK,5.5,42
37,401.0-MK,6.0,42
37,401.0-MK,6.5,41
37,401.0-MK,7.0,124
37,401.0-MK,7.5,123
37,401.0-MK,8.0,121
37,401.0-MK,8.5,124
37,401.0-MK,9.0,125
37,401.0-MK,9.5,128
37,401.0-MK,10.0,66
37,401.0-MK,10.5,67
37,401.0-MK,11.0,63
37,401.0-MK,11.5,65
37,401.0-MK,12.0,62
37,401.0-MK,12.5,64
37,401.0-MK,13.0,67
37,401.0-MK,13.5,69
37,401.0-MK,14.0,63
37,401.0-MK,14.5,65
37,401.0-MK,15.0,68
37,401.0-MK,15.5,64
37,401.0-MK,16.0,115
37,401.0-MK,16.5,117
37,401.0-MK,17.0,116
37,401.0-MK,17.5,111
37,401.0-MK,18.0,113
37,401.0-MK,18.5,118
37,401.0-MK,19.0,115
37,401.0-MK,19.5,109
37,401.0-MK,20.0,59
37,401.0-MK,20.5,55
37,401.0-MK,21.0,59
37,401.0-MK,21.5,56
37,401.0-MK,22.0,60
37,401.0-MK,22.5,57
37,401.0-R,5.0,53
37,401.0-R,5.5,52
37,401.0-R,6.0,52
37,401.0-R,6.5,56
37,401.0-R,7.0,168
37,401.0-R,7.5,158
37,401.0-R,8.0,160
37,401.0-R,8.5,164
37,401.0-R,9.0,167
37,401.0-R,9.5,162
37,401.0-R,10.0,85
37,401.0-R,10.5,85
37,401.0-R,11.0,87
37,401.0-R,11.5,81
37,401.0-R,12.0,87
37,401.0-R,12.5,84
37,401.0-R,13.0,88
37,401.0-R,13.5,82
37,401.0-R,14.0,86
37,401.0-R,14.5,85
37,401.0-R,15.0,87
37,401.0-R,15.5,82
37,401.0-R,16.0,151
37,401.0-R,16.5,151
37,401.0-R,17.0,151
37,401.0-R,17.5,151
37,401.0-R,18.0,152
37,401.0-R,18.5,154
37,401.0-R,19.0,146
37,401.0-R,19.5,155
37,401.0-R,20.0,75
37,401.0-R,20.5,72
37,401.0-R,21.0,72
37,401.0-R,21.5,74
37,401.0-R,22.0,77
37,401.0-R,22.5,76
37,45.0-D,5.0,39
37,45.0-D,5.5,38
37,45.0-D,6.0,37
37,45.0-D,6.5,36
37,45.0-D,7.0,111
37,45.0-D,7.5,112
37,45.0-D,8.0,108
37,45.0-D,8.5,109
37,45.0-D,9.0,114
37,45.0-D,9.5,115
37,45.0-D,10.0,63
37,45.0-D,10.5,63
37,45.0-D,11.0,61
37,45.0-D,11.5,60
37,45.0-D,12.0,61
37,45.0-D,12.5,62
37,45.0-D,13.0,58
37,45.0-D,13.5,59
37,45.0-D,14.0,62
37,45.0-D,14.5,59
37,45.0-D,15.0,60
37,45.0-D,15.5,61
37,45.0-D,16.0,102
37,45.0-D,16.5,104
37,45.0-D,17.0,103
37,45.0-D,17.5,100
37,45.0-D,18.0,100
37,45.0-D,18.5,108
37,45.0-D,19.0,103
37,45.0-D,19.5,105
37,45.0-D,20.0,51
37,45.0-D,20.5,55
37,45.0-D,21.0,51
37,45.0-D,21.5,52
37,45.0-D,22.0,54
37,45.0-D,22.5,54
37,500.0-A,5.0,29
37,500.0-A,5.5,30
37,500.0-A,6.0,29
37,500.0-A,6.5,29
37,500.0-A,7.0,85
37,500.0-A,7.5,85
37,500.0-A,8.0,91
37,500.0-A,8.5,88
37,500.0-A,9.0,88
37,500.0-A,9.5,91
37,500.0-A,10.0,48
37,500.0-A,10.5,46
37,500.0-A,11.0,48
37,500.0-A,11.5,45
37,500.0-A,12.0,48
37,500.0-A,12.5,48
37,500.0-A,13.0,49
37,500.0-A,13.5,45
37,500.0-A,14.0,45
37,500.0-A,14.5,46
37,500.0-A,15.0,46
37,500.0-A,15.5,46
37,500.0-A,16.0,86
37,500.0-A,16.5,81
37,500.0-A,17.0,81
37,500.0-A,17.5,85
37,500.0-A,18.0,82
37,500.0-A,18.5,85
37,500.0-A,19.0,79
37,500.0-A,19.5,82
37,500.0-A,20.0,39
37,500.0-A,20.5,39
37,500.0-A,21.0,43
37,500.0-A,21.5,40
37,500.0-A,22.0,41
37,500.0-A,22.5,41
37,500.0-B,5.0,37
37,500.0-B,5.5,40
37,500.0-B,6.0,36
37,500.0-B,6.5,39
37,500.0-B,7.0,119
37,500.0-B,7.5,115
37,500.0-B,8.0,119
37,500.0-B,8.5,109
37,500.0-B,9.0,113
37,500.0-B,9.5,111
37,500.0-B,10.0,62
37,500.0-B,10.5,64
37,500.0-B,11.0,59
37,500.0-B,11.5,62
37,500.0-B,12.0,59
37,500.0-B,12.5,61
37,500.0-B,13.0,61
37,500.0-B,13.5,64
37,500.0-B,14.0,61
37,500.0-B,14.5,60
37,500.0-B,15.0,58
37,500.0-B,15.5,59
37,500.0-B,16.0,103
37,500.0-B,16.5,104
37,500.0-B,17.0,110
37,500.0-B,17.5,107
37,500.0-B,18.0,107
37,500.0-B,18.5,102
37,500.0-B,19.0,110
37,500.0-B,19.5,109
37,500.0-B,20.0,51
37,500.0-B,20.5,54
37,500.0-B,21.0,53
37,500.0-B,21.5,51
37,500.0-B,22.0,53
37,500.0-B,22.5,53
37,500.0-C,5.0,65
37,500.0-C,5.5,71
37,500.0-C,6.0,70
37,500.0-C,6.5,69
37,500.0-C,7.0,202
37,500.0-C,7.5,201
37,500.0-C,8.0,206
37,500.0-C,8.5,203
37,500.0-C,9.0,194
37,500.0-C,9.5,203
37,500.0-C,10.0,111
37,500.0-C,10.5,108
37,500.0-C,11.0,103
37,500.0-C,11.5,111
37,500.0-C,12.0,105
37,500.0-C,12.5,105
37,500.0-C,13.0,104
37,500.0-C,13.5,106
37,500.0-C,14.0,111
37,500.0-C,14.5,108
37,500.0-C,15.0,105
37,500.0-C,15.5,112
37,500.0-C,16.0,196
37,500.0-C,16.5,196
37,500.0-C,17.0,184
37,500.0-C,17.5,188
37,500.0-C,18.0,198
37,500.0-C,18.5,194
37,500.0-C,19.0,180
37,500.0-C,19.5,181
37,500.0-C,20.0,94
37,500.0-C,20.5,98
37,500.0-C,21.0,95
37,500.0-C,21.5,94
37,500.0-C,22.0,91
37,500.0-C,22.5,96
37,500.0-D,5.0,39
37,500.0-D,5.5,38
37,500.0-D,6.0,39
37,500.0-D,6.5,40
37,500.0-D,7.0,111
37,500.0-D,7.5,114
37,500.0-D,8.0,112
37,500.0-D,8.5,117
37,500.0-D,9.0,115
37,500.0-D,9.5,116
37,500.0-D,10.0,63
37,500.0-D,10.5,60
37,500.0-D,11.0,63
37,500.0-D,11.5,61
37,500.0-D,12.0,59
37,500.0-D,12.5,62
37,500.0-D,13.0,63
37,500.0-D,13.5,60
37,500.0-D,14.0,63
37,500.0-D,14.5,63
37,500.0-D,15.0,59
37,500.0-D,15.5,64
37,500.0-D,16.0,103
37,500.0-D,16.5,103
37,500.0-D,17.0,103
37,500.0-D,17.5,111
37,500.0-D,18.0,108
37,500.0-D,18.5,103
37,500.0-D,19.0,106
37,500.0-D,19.5,108
37,500.0-D,20.0,51
37,500.0-D,20.5,55
37,500.0-D,21.0,55
37,500.0-D,21.5,53
37,500.0-D,22.0,56
37,500.0-D,22.5,53
37,500.0-DH,5.0,49
37,500.0-DH,5.5,48
37,500.0-DH,6.0,48
37,500.0-DH,6.5,45
37,500.0-DH,7.0,146
37,500.0-DH,7.5,140
37,500.0-DH,8.0,136
37,500.0-DH,8.5,134
37,500.0-DH,9.0,142
37,500.0-DH,9.5,141
37,500.0-DH,10.0,77
37,500.0-DH,10.5,78
37,500.0-DH,11.0,72
37,500.0-DH,11.5,77
37,500.0-DH,12.0,73
37,500.0-DH,12.5,78
37,500.0-DH,13.0,78
37,500.0-DH,13.5,76
37,500.0-DH,14.0,77
37,500.0-DH,14.5,74
37,500.0-DH,15.0,75
37,500.0-DH,15.5,78
37,500.0-DH,16.0,131
37,500.0-DH,16.5,130
37,500.0-DH,17.0,132
37,500.0-DH,17.5,136
37,500.0-DH,18.0,129
37,500.0-DH,18.5,127
37,500.0-DH,19.0,134
37,500.0-DH,19.5,136
37,500.0-DH,20.0,63
37,500.0-DH,20.5,64
37,500.0-DH,21.0,63
37,500.0-DH,21.5,65
37,500.0-DH,22.0,65
37,500.0-DH,22.5,67
37,500.0-K,5.0,38
37,500.0-K,5.5,38
37,500.0-K,6.0,37
37,500.0-K,6.5,39
37,500.0-K,7.0,112
37,500.0-K,7.5,118
37,500.0-K,8.0,114
37,500.0-K,8.5,108
37,500.0-K,9.0,114
37,500.0-K,9.5,111
37,500.0-K,10.0,61
37,500.0-K,10.5,57
37,500.0-K,11.0,58
37,500.0-K,11.5,62
37,500.0-K,12.0,58
37,500.0-K,12.5,62
37,500.0-K,13.0,59
37,500.0-K,13.5,61
37,500.0-K,14.0,61
37,500.0-K,14.5,60
37,500.0-K,15.0,59
37,500.0-K,15.5,58
37,500.0-K,16.0,100
37,500.0-K,16.5,103
37,500.0-K,17.0,107
37,500.0-K,17.5,110
37,500.0-K,18.0,109
37,500.0-K,18.5,108
37,500.0-K,19.0,108
37,500.0-K,19.5,107
37,500.0-K,20.0,51
37,500.0-K,20.5,55
37,500.0-K,21.0,53
37,500.0-K,21.5,53
37,500.0-K,22.0,50
37,500.0-K,22.5,52
37,501.0-A,5.0,47
37,501.0-A,5.5,49
37,501.0-A,6.0,48
37,501.0-A,6.5,47
37,501.0-A,7.0,149
37,501.0-A,7.5,137
37,501.0-A,8.0,141
37,501.0-A,8.5,136
37,501.0-A,9.0,146
37,501.0-A,9.5,148
37,501.0-A,10.0,74
37,501.0-A,10.5,79
37,501.0-A,11.0,74
37,501.0-A,11.5,79
37,501.0-A,12.0,78
37,501.0-A,12.5,78
37,501.0-A,13.0,72
37,501.0-A,13.5,80
37,501.0-A,14.0,78
37,501.0-A,14.5,75
37,501.0-A,15.0,79
37,501.0-A,15.5,74
37,501.0-A,16.0,138
37,501.0-A,16.5,128
37,501.0-A,17.0,136
37,501.0-A,17.5,134
37,501.0-A,18.0,128
37,501.0-A,18.5,130
37,501.0-A,19.0,127
37,501.0-A,19.5,133
37,501.0-A,20.0,65
37,501.0-A,20.5,67
37,501.0-A,21.0,65
37,501.0-A,21.5,65
37,501.0-A,22.0,68
37,501.0-A,22.5,63
37,501.0-C,5.0,42
37,501.0-C,5.5,42
37,501.0-C,6.0,41
37,501.0-C,6.5,41
37,501.0-C,7.0,126
37,501.0-C,7.5,118
37,501.0-C,8.0,116
37,501.0-C,8.5,118
37,501.0-C,9.0,125
37,501.0-C,9.5,116
37,501.0-C,10.0,65
37,501.0-C,10.5,68
37,501.0-C,11.0,67
37,501.0-C,11.5,65
37,501.0-C,12.0,62
37,501.0-C,12.5,67
37,501.0-C,13.0,65
37,501.0-C,13.5,62
37,501.0-C,14.0,62
37,501.0-C,14.5,67
37,501.0-C,15.0,66
37,501.0-C,15.5,67
37,501.0-C,16.0,118
37,501.0-C,16.5,114
37,501.0-C,17.0,114
37,501.0-C,17.5,113
37,501.0-C,18.0,111
37,501.0-C,18.5,113
37,501.0-C,19.0,117
37,501.0-C,19.5,115
37,501.0-C,20.0,59
37,501.0-C,20.5,56
37,501.0-C,21.0,57
37,501.0-C,21.5,57
37,501.0-C,22.0,57
37,501.0-C,22.5,58
37,502.0-A,5.0,55
37,502.0-A,5.5,56
37,502.0-A,6.0,54
37,502.0-A,6.5,55
37,502.0-A,7.0,168
37,502.0-A,7.5,171
37,502.0-A,8.0,176
37,502.0-A,8.5,170
37,502.0-A,9.0,172
37,502.0-A,9.5,168
37,502.0-A,10.0,91
37,502.0-A,10.5,86
37,502.0-A,11.0,87
37,502.0-A,11.5,88
37,502.0-A,12.0,89
37,502.0-A,12.5,86
37,502.0-A,13.0,86
37,502.0-A,13.5,88
37,502.0-A,14.0,94
37,502.0-A,14.5,88
37,502.0-A,15.0,89
37,502.0-A,15.5,87
37,502.0-A,16.0,159
37,502.0-A,16.5,153
37,502.0-A,17.0,152
37,502.0-A,17.5,157
37,502.0-A,18.0,149
37,502.0-A,18.5,149
37,502.0-A,19.0,152
37,502.0-A,19.5,150
37,502.0-A,20.0,75
37,502.0-A,20.5,77
37,502.0-A,21.0,81
37,502.0-A,21.5,79
37,502.0-A,22.0,78
37,502.0-A,22.5,77
37,502.0-F,5.0,35
37,502.0-F,5.5,34
37,502.0-F,6.0,33
37,502.0-F,6.5,34
37,502.0-F,7.0,98
37,502.0-F,7.5,100
37,502.0-F,8.0,102
37,502.0-F,8.5,106
37,502.0-F,9.0,102
